"reviewId","movieId","creationDate","criticName","criticPageUrl","reviewState","isFresh","isRotten","isRtUrl","isTopCritic","publicationUrl","publicationName","reviewUrl","quote","scoreSentiment","originalScore"
85975,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","J. Hoberman","/critics/j-hoberman","rotten",False,True,"",True,"/critics/source/472","Village Voice","","Rather than Jerry Falwell, I'd have had the production vetted by Carl Reiner and Mel Brooks.","NEGATIVE",""
85982,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Ian Freer","/critics/ian-freer","fresh",True,False,False,True,"/critics/source/148","Empire Magazine","http://www.empireonline.com/reviews/review.asp?FID=3723","Worthy but visually stunning version of the biblical tale.","POSITIVE","3/5"
85988,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Jack Garner","/critics/jack-garner","fresh",True,False,False,False,"/critics/source/394","Rochester Democrat and Chronicle","http://www.RochesterGoesOut.COM/mov/p/prince.html","Extravagant. Daring. Breathtaking.","POSITIVE","9/10"
85989,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Madeleine Williams","/critics/madeleine-williams","fresh",True,False,"",False,"/critics/source/79","Cinematter","","","POSITIVE","3/4"
85995,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Erik Childress","/critics/erik-childress","fresh",True,False,False,False,"/critics/source/141","eFilmCritic.com","http://efilmcritic.com/review.php?movie=186&reviewer=198","This is truly a landmark in animated entertainment.","POSITIVE","4/5"
85996,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Urban Cinefile Critics","/critics/urban-cinefile-critics","fresh",True,False,False,False,"/critics/source/462","Urban Cinefile","http://www.urbancinefile.com.au/home/view.asp?a=1886&s=Reviews","Extraordinarily moving.","POSITIVE",""
85997,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Steve Rhodes","/critics/steve-rhodes","fresh",True,False,False,False,"/critics/source/703","Internet Reviews","http://reviews.imdb.com/Reviews/152/15228","It is the absolutely stunning visuals that make the movie so compelling!","POSITIVE","3/4"
86004,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Harvey S. Karten","/critics/harvey-s-karten","fresh",True,False,False,False,"/critics/source/570","Compuserve","http://reviews.imdb.com/Reviews/157/15761","The first time an exciting, full-length animation utilizing both computer techniques and traditional procedures gloriously transcends the boundary between youthful fare and adult entertainment.","POSITIVE","9/10"
86028,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Mike McGranaghan","/critics/mike-mcgranaghan","fresh",True,False,False,False,"/critics/source/6","Aisle Seat","http://www.angelfire.com/pa/aisleseat/egypt.html","Truly spectacular.","POSITIVE","3.5/4"
86034,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Susan Stark","/critics/susan-stark","fresh",True,False,"",True,"/critics/source/122","Detroit News","","The Prince of Egypt goes beyond fanciful and magical. It is the first spiritual animated film ever, as deep and resonant as it is soaringly inventive!","POSITIVE","4/4"
86041,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Marjorie Baumgarten","/critics/marjorie-baumgarten","fresh",True,False,False,True,"/critics/source/28","Austin Chronicle","http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a138394","The Prince of Egypt may not rank as one of the great wonders of the world, but it sure ain't no pyramid scheme either.","POSITIVE","3.5/5"
86060,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Alex Sandell","/critics/alex-sandell","fresh",True,False,False,False,"/critics/source/239","Juicy Cerebellum","http://www.juicycerebellum.com/199814.htm","The animation is breathtaking.","POSITIVE",""
86061,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Jeff Vice","/critics/jeff-vice","fresh",True,False,False,False,"/critics/source/121","Deseret News (Salt Lake City)","http://www.deseretnews.com/article/700002149/The-Prince-of-Egypt.html","It's a film that has its heart in the right place.","POSITIVE","3/4"
86066,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Bradley Null","/critics/bradley-null","fresh",True,False,False,False,"/critics/source/178","Filmcritic.com","http://www.filmcritic.com/misc/emporium.nsf/reviews/The-Prince-of-Egypt","A solid and consistent movie.","POSITIVE","3/5"
86077,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Maria Garcia","/critics/maria-garcia","rotten",False,True,False,False,"/critics/source/171","Film Journal International","http://www.filmjournal.com/filmjournal/reviews/article_display.jsp?vnu_content_id=1000697963","Leaves you feeling like you've witnessed something that misses the mark.","NEGATIVE",""
86088,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Juan M. Mendez","/critics/juan-m-mendez","rotten",False,True,False,False,"/critics/source/403","San Francisco Examiner","http://www.sfgate.com/cgi-bin/article.cgi?f=/e/a/1998/12/18/WEEKEND7198.dtl","Tedious, self-important and at times exhausting!","NEGATIVE",""
86091,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","David Keyes","/critics/david-keyes","fresh",True,False,False,False,"/critics/source/1541","Cinemaphile.org","http://cinemaphile.org/reviews/1999/theprinceofegypt.html","This is a movie that takes us to places we've never seen before. Literally, it's the ultimate proof that animation can do anything it wants.","POSITIVE","3.5/4"
86092,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Rob Blackwelder","/critics/rob-blackwelder","rotten",False,True,False,False,"/critics/source/425","SPLICEDWire","http://splicedwire.com/98reviews/princeofegypt.html","Who'd have ever thought Biblical plagues and pestilence could be summed up in a four-minute musical montage?","NEGATIVE","2/4"
86093,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Jorge Avila Andrade","/critics/jorge-avila-andrade","fresh",True,False,False,False,"/critics/source/316","Moviola","http://www.geocities.com/moviola1/peliculas/principe_egipto/principe.html","Disfrutable para los pblicos de todas las edades, adems de ser un buen motivo para creer nuevamente en los milagros","POSITIVE","3.5/4"
166400,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Edward Johnson-Ott","/critics/edward-johnson-ott","fresh",True,False,False,False,"/critics/source/591","NUVO Newsweekly","http://reviews.imdb.com/Reviews/156/15659","A well- acted, great-looking movie!","POSITIVE","3.5/5"
166401,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Michael Wilmington","/critics/michael-wilmington","fresh",True,False,"",True,"/critics/source/68","Chicago Tribune","","For a cartoon, the movie is overpowering!","POSITIVE",""
166402,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Michael O'Sullivan","/critics/michael-osullivan","rotten",False,True,False,True,"/critics/source/474","Washington Post","http://www.washingtonpost.com/wp-srv/style/movies/reviews/princeofegyptosullivan.htm?movieslede=y","The drawn and computer-animated imagery is top notch and seamlessly integrated, but the central characters' tawny complexions and the often chiaroscuro lighting sometimes obscure all but the whites of their eyes and their pearl-perfect teeth.","NEGATIVE",""
166403,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Jay Carr","/critics/jay-carr","rotten",False,True,"",True,"/critics/source/44","Boston Globe","","I wish DreamWorks had been more truly daring instead of merely competitive and worked a little longer at evolving a drawing style that departed more radically from the Disney house style than this film does.","NEGATIVE",""
166404,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Shawn Levy","/critics/shawn-levy","rotten",False,True,"",False,"/critics/source/608","Oregonian","","Following blindly in the tradition of Disney's animated films of the last decade, The Prince of Egypt is, for no good reason, rendered as a musical.","NEGATIVE",""
166405,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Cody Clark","/critics/cody-clark","fresh",True,False,"",False,"/critics/source/319","Mr. Showbiz","","A visually breathtaking film!","POSITIVE",""
166406,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Duane Dudek","/critics/duane-dudek","fresh",True,False,"",False,"/critics/source/496","Milwaukee Journal Sentinel","","Adroitly conceived and sumptuously illustrated!","POSITIVE",""
166407,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Duane Byrge","/critics/duane-byrge","fresh",True,False,"",True,"/critics/source/213","Hollywood Reporter","","It's sophisticated, both intellectually and morally!","POSITIVE",""
166408,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Richard Corliss","/critics/richard-corliss","rotten",False,True,"",True,"/critics/source/448","TIME Magazine","","The film lacks creative exuberance, any side pockets of joy.","NEGATIVE",""
166409,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Glenn Lovell","/critics/glenn-lovell","fresh",True,False,"",True,"/critics/source/466","Variety","","Sometimes out-DeMilles DeMille's 1956 live-action epic, THE TEN COMMANDMENTS!","POSITIVE",""
166410,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Steven Boone","/critics/steven-boone","rotten",False,True,"",False,"/critics/source/489","Citysearch","","The story has been so abbreviated and riddled with songs that there's no sense of climax.","NEGATIVE",""
166411,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Lawrence Toppman","/critics/lawrence-toppman","rotten",False,True,"",False,"/critics/source/488","Charlotte Observer","","Turns out to be another handsome, formulaic changing of the palace guard.","NEGATIVE",""
166412,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Julie Hinds","/critics/julie-hinds","fresh",True,False,"",True,"/critics/source/601","San Jose Mercury News","","Surprisingly moving and compelling!","POSITIVE",""
166413,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Gary Thompson","/critics/gary-thompson","fresh",True,False,"",False,"/critics/source/360","Philadelphia Daily News","","Behold the power of computer animation!","POSITIVE",""
166414,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Philip Wuntch","/critics/philip-wuntch","fresh",True,False,"",True,"/critics/source/490","Dallas Morning News","","Egypt comes stunningly alive, but the prince remains fuzzy.","POSITIVE",""
166415,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Bob Fenster","/critics/bob-fenster","fresh",True,False,"",True,"/critics/source/642","Arizona Republic","","This animated Bible story raises the level of film artistry to new heights!","POSITIVE",""
166416,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Ken Fox","/critics/ken-fox","fresh",True,False,"",False,"/critics/source/2501","TV Guide","","This musical retelling of the Biblical story of Moses features a first-rate voice-cast and state-of-the-art animation that's nothing short of miraculous.","POSITIVE",""
205725,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Widgett Walls","/critics/widgett-walls","rotten",False,True,False,False,"/critics/source/328","Needcoffee.com","http://www.needcoffee.com/html/reviews/poegypt.html","The story is big and broad enough as it is, it doesn't need add-ons. It's almost like they set out to out-Disney Disney.","NEGATIVE","2/5"
770299,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Bob Bloom","/critics/bob-bloom","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/166/16645","The animation in this retelling of the story of Moses is rich and vivid. You almost can taste the sand.","POSITIVE","3/4"
770301,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Susan Granger","/critics/susan-granger","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/156/15649","An instant classic that redefines the animation genre with a new sophistication.","POSITIVE","10/10"
770302,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Scott Renshaw","/critics/scott-renshaw","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/157/15735","It's about as successful a conclusion to that task as I can imagine, one which combines tradition and imagination into a powerful animated experience.","POSITIVE","8/10"
770303,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Michael Dequina","/critics/michael-dequina","fresh",True,False,False,False,"/critics/source/636","TheMovieReport.com","http://themoviereport.com/movierpt43.html#prince","It's epic in every sense of the word, from subject, spectacle, sentiment, and, most of all, seriousness.","POSITIVE","4/4"
770305,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Dustin Putman","/critics/dustin-putman","fresh",True,False,False,False,"/critics/source/863","TheFilmFile.com","http://www.themovieboy.com/reviews/p/98_princeofegypt.htm","An awe-inspiring, amazing achievement that not only is refreshingly more serious and realistic than the usual dull recent Disney movies, but enraptured me in its spell from the first powerful sequence to the last.","POSITIVE","3.5/4"
770311,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","Mark R. Leeper","/critics/mark-r-leeper","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/158/15814","Tells the story of the Exodus for a new generation and does it in spectacular style.","POSITIVE","low +2 out of -4..+4"
770316,"0961153f-2d3b-35fd-9814-62c26b1e6cbe","2000-01-01","James Sanford","/critics/james-sanford","fresh",True,False,False,False,"/critics/source/625","Kalamazoo Gazette","http://reviews.imdb.com/Reviews/159/15936","one of the year's most distinctive, lovingly made movies, a picture that turns a familiar story into something suprisingly exciting, moving and -- yes -- even funny. In a word, 'Prince' rules.","POSITIVE",""
139743,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Stephen Holden","/critics/stephen-holden","rotten",False,True,"",True,"/critics/source/337","New York Times","","Little more than a sanitized blend of nonsense and adventure and just a teeny bit of romance, interspersed with the occasional pop song.","NEGATIVE","2.5/5"
139745,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","James Berardinelli","/critics/james-berardinelli","rotten",False,True,False,False,"/critics/source/387","ReelViews","http://www.reelviews.net/movies/r/road_el_dorado.html","It does not represent engaging entertainment for parents as well as their children.","NEGATIVE","2.5/4"
139746,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Roger Ebert","/critics/roger-ebert","fresh",True,False,False,True,"/critics/source/67","Chicago Sun-Times","http://www.rogerebert.com/reviews/the-road-to-el-dorado-2000","Bright and zesty.","POSITIVE","3/4"
139747,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Emma Cochrane","/critics/emma-cochrane","rotten",False,True,False,True,"/critics/source/148","Empire Magazine","http://www.empireonline.com/reviews/ReviewComplete.asp?FID=6068","Instead of improving on the Disney animation experience, El Dorado proves to be inferior in every way.","NEGATIVE","2/5"
139749,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Robert Horton","/critics/robert-horton","fresh",True,False,"",True,"/critics/source/176","Film.com","","[Kline's and Branagh's] shared timing is so good it whets the appetite for further adventures.","POSITIVE",""
139750,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Sean P. Means","/critics/sean-p-means","rotten",False,True,"",True,"/critics/source/176","Film.com","","For a movie about 'discovering' the New World, The Road to El Dorado covers a lot of familiar territory.","NEGATIVE",""
139751,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Dwayne E. Leslie","/critics/dwayne-e-leslie","fresh",True,False,False,False,"/critics/source/49","Boxoffice Magazine","http://boxoffice.com/reviews/2008/08/the-road-to-el-dorado.php","Sure to amaze and entertain audiences of all ages.","POSITIVE",""
139752,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Joe Leydon","/critics/joe-leydon","fresh",True,False,False,False,"/critics/source/172","Film Scouts","http://www.filmscouts.com/scripts/review.cfm?File=2297","There are no great surprises here, other than the surprising amount of pleasure you can derive from something so formulaic.","POSITIVE",""
139753,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Eric D. Snider","/critics/eric-d-snider","rotten",False,True,False,False,"/critics/source/986","EricDSnider.com","http://www.ericdsnider.com/movies/the-road-to-el-dorado/","It's animated fluff, separated from the eye-candy you see on the Cartoon Network only in its length and high production values.","NEGATIVE","B-"
139755,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","","","rotten",False,True,False,False,"/critics/source/137","E! Online","http://www.eonline.com/Reviews/Movies/Leaves/0,20,1393,00.html","The script is often too cute for its own good.","NEGATIVE",""
139756,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Lisa Schwarzbaum","/critics/lisa-schwarzbaum","rotten",False,True,False,True,"/critics/source/150","Entertainment Weekly","http://www.ew.com/ew/article/0,,64614,00.html","This trip down The Road to El Dorado proceeds under the speed limit all the way.","NEGATIVE","C-"
139759,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Nell Minow","/critics/nell-minow","fresh",True,False,"",True,"/critics/source/300","Movie Mom","","An outstanding family movie.","POSITIVE","4/5"
139762,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Cornell & Petricelli","/critics/cornell-and-petricelli","rotten",False,True,False,False,"/critics/source/78","CinemaSense.Com","http://www.cinemasense.com/Reviews/road_to_el_dorado.htm","Sort of cute and at times funny, this ultimately torpid story makes for safe but disengaging kiddy fare.","NEGATIVE","2.5/4"
139773,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Morgan Fouch","/critics/morgan-fouch","rotten",False,True,"",False,"/critics/source/449","TNT's Rough Cut","","Has neither the charm, plot nor visual splendor of its predecessors.","NEGATIVE",""
139774,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Frank Swietek","/critics/frank-swietek","rotten",False,True,False,False,"/critics/source/347","One Guy's Opinion","http://www.oneguysopinion.com/Review.php?ID=36","It seems unlikely that children will be much taken by the film.","NEGATIVE","C+"
139775,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Liz Braun","/critics/liz-braun","fresh",True,False,"",False,"/critics/source/234","Jam! Movies","","The Road To El Dorado is very pretty to look at.","POSITIVE",""
139776,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","MaryAnn Johanson","/critics/maryann-johanson","fresh",True,False,False,False,"/critics/source/188","Flick Filosopher","http://www.flickfilosopher.com/flickfilos/archive/002q/roadtoeldorado.html","It's cultural imperialism, Hollywood style! Fun for the whole family!","POSITIVE","6/10"
139777,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Jim Judy","/critics/jim-judy","rotten",False,True,False,False,"/critics/source/411","Screen It!","http://www.screenit.com/movies/2000/the_road_to_el_dorado.html","The film often feels rather flat in overall execution, as if the computer that helped render some of the animated effects also assembled the film, all without the much needed human touch.","NEGATIVE",""
139779,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Dan Jardine","/critics/dan-jardine","fresh",True,False,"",False,"/critics/source/19","Apollo Guide","","Through a combination of some remarkable animation and complex heroes and villains, this film succeeds not because it co-opts the Disney formula, but despite this.","POSITIVE","71/100"
139786,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Jack Garner","/critics/jack-garner","fresh",True,False,False,False,"/critics/source/394","Rochester Democrat and Chronicle","http://www.RochesterGoesOut.COM/mov/r/roadto.html","The story is a bit thin and predictable, but the chemistry between the romantic, reckless Miguel (Branagh) and the more practical and frustrated Tulio (Kline) makes El Dorado work.","POSITIVE","7/10"
139787,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Madeleine Williams","/critics/madeleine-williams","rotten",False,True,"",False,"/critics/source/79","Cinematter","","","NEGATIVE","2.5/4"
139792,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Kamal  'The Diva' Larsuel","/critics/kamal-the-diva-larsuel","fresh",True,False,False,False,"/critics/source/447","3BlackChicks Review","http://www.3blackchicks.com/kamseldorado.html","The road to nowhere - fast","POSITIVE","3/5"
139793,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Erik Childress","/critics/erik-childress","fresh",True,False,False,False,"/critics/source/141","eFilmCritic.com","http://efilmcritic.com/review.php?movie=1336&reviewer=198","Another fun trip to the movies to see a cartoon from Dreamworks.","POSITIVE","4/5"
139794,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Urban Cinefile Critics","/critics/urban-cinefile-critics","fresh",True,False,False,False,"/critics/source/462","Urban Cinefile","http://www.urbancinefile.com.au/home/view.asp?a=3939&s=Reviews","A delightful charmer whose magic will enchant all ages.","POSITIVE",""
139799,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Jon Popick","/critics/jon-popick","fresh",True,False,"",False,"/critics/source/595","Planet S Magazine","","The two leads (Kevin Kline and Kenneth Branagh) are funny.","POSITIVE",""
139800,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Marty Mapes","/critics/marty-mapes","fresh",True,False,False,False,"/critics/source/296","Movie Habit","http://www.moviehabit.com/reviews/roa_c000.shtml","I expect to roll my eyes several times while the kids consume their dose of morality. In contrast, El Dorado skips the preaching and focuses more on the comedy.","POSITIVE","3/4"
139806,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Susan Stark","/critics/susan-stark","rotten",False,True,"",True,"/critics/source/122","Detroit News","","Timid and flat.","NEGATIVE","2/4"
139807,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Ian Mantgani","/critics/ian-mantgani","fresh",True,False,"",False,"/critics/source/458","UK Critic","","[It's] such an entertaining children's movie because it gives the audience some credit.","POSITIVE","3/4"
139810,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Susan Wloszczyna","/critics/susan-wloszczyna","rotten",False,True,"",True,"/critics/source/464","USA Today","","This is one Road whose gold apparently got paved over.","NEGATIVE","2.5/4"
139814,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Marjorie Baumgarten","/critics/marjorie-baumgarten","fresh",True,False,False,True,"/critics/source/28","Austin Chronicle","http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a140091","Kline and Branagh are in top form here lending their vocal talents to the lead characters.","POSITIVE","3/5"
139824,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Michael Wilmington","/critics/michael-wilmington","fresh",True,False,"",True,"/critics/source/68","Chicago Tribune","","This movie is fun to watch in ways that most recent cartoons aren't.","POSITIVE",""
139831,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Jeff Vice","/critics/jeff-vice","fresh",True,False,False,False,"/critics/source/121","Deseret News (Salt Lake City)","http://www.deseretnews.com/article/700002445/The-Road-to-El-Dorado.html","The animation is quite good, and there's just enough goofy humor to balance out the problems.","POSITIVE",""
139835,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Bradley Null","/critics/bradley-null","rotten",False,True,False,False,"/critics/source/178","Filmcritic.com","http://www.filmcritic.com/misc/emporium.nsf/reviews/The-Road-to-El-Dorado","Feels downright static.","NEGATIVE","2.5/5"
139836,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","John Anderson","/critics/john-anderson","fresh",True,False,"",True,"/critics/source/338","Newsday","","El Dorado is a cut above most action-adventure animated movies because of the integration of Kline and Branagh's comedic talents with their cartoon selves.","POSITIVE",""
139838,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Anwar Brett","/critics/anwar-brett","fresh",True,False,False,True,"/critics/source/52","BBC.com","http://www.bbc.co.uk/films/2000/08/02/road_to_eldorado_review.shtml","It's a bright and enjoyable tale, well told and beautifully performed -- so good that, at times, you forget it's animated at all.","POSITIVE","3/5"
139839,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Lou Lumenick","/critics/lou-lumenick","fresh",True,False,"",True,"/critics/source/336","New York Post","","The Road to El Dorado is well worth traveling with the kids, though most adults will find it a somewhat less rewarding trip than DreamWorks' last, the The Prince of Egypt.","POSITIVE","3/4"
139847,"15b71100-e9f1-3d2b-858f-49e88daadbef","2000-01-01","Ed Kelleher","/critics/ed-kelleher","rotten",False,True,False,False,"/critics/source/171","Film Journal International","http://www.filmjournal.com/filmjournal/reviews/article_display.jsp?vnu_content_id=1000697304","Won't cause any sleepless nights for Michael Eisner, though the film might induce a sleepy afternoon for more discriminating youngsters.","NEGATIVE",""
